GeneID	SRR13275195	SRR13275196	SRR13275197	SRR13275198	SRR13275199	SRR13275200	SRR13275201	SRR13275202	SRR13275203	SRR13275204	SRR13275205	SRR13275206	SRR13275207	SRR13275208	SRR13275209	SRR13275210	SRR13275211	SRR13275212	SRR13275213	SRR13275214	SRR13275215	SRR13275216	SRR13275217	SRR13275218	SRR13275219	SRR13275220	SRR13275221	SRR13275222	SRR13275223	SRR13275224	SRR13275225	SRR13275226	SRR13275227	SRR13275228	SRR13275229	SRR13275230	SRR13275231	SRR13275232	SRR13275233	SRR13275234	SRR13275235	SRR13275236	SRR13275237	SRR13275238	SRR13275239	SRR13275240	SRR13275241	SRR13275242	SRR13275243	SRR13275244	SRR13275245	SRR13275246	SRR13275247	SRR13275248	SRR13275249	SRR13275250
gene-AUO97_RS00005	0	0	0	0	0	0	0	0	0.40336822372091663	0.3717378768356401	0.8335052339938779	0.27885813967615936	0	0	0	0	0	0	0	0	0	4.482817210422193	0	0	0	0	0	0	0.7209394758987081	0	0	0	3.4156744561297225	0	0	0	0	0	0	0	0	0	0	1.6050943960106676	0	0	0.31578186236052586	0	0	0	0	0	0	0	0.6805972132818116	0
gene-AUO97_RS00010	12.73414874100491	10.199446486740644	13.565818695497724	10.107317268825796	8.683295270986042	14.19279144069951	24.97966135820828	9.04624222895606	20.571779409766748	18.401024903364185	22.004538177438373	18.12577907895036	9.386393449156072	31.573954487833653	15.11498000367258	16.936904647049655	4.273176899641808	3.1788593409004364	10.438198815099442	2.4321861830585676	33.593080484404624	14.942724034740646	14.087990039813205	5.960671214136608	22.62923786846383	10.373789510705858	14.850423747990948	8.037132893975972	12.976910566176745	10.284529943840138	13.116655604596957	29.30366173415251	40.134174859524244	17.302785221008495	10.316201021857525	39.41200548075867	31.811936272126683	34.34794759003991	29.219445947183758	24.822591211826815	24.153813593928078	18.957062837316037	17.743843141977283	24.076415940160015	23.75285052772817	24.93591716839671	21.473166640515757	20.87420852920337	14.522352869164399	12.602769447644189	23.524356975222123	18.41109471374031	18.08929176688648	18.83305743628491	20.417916398454345	26.42826648994761
gene-AUO97_RS00015	0	0	0	0	0	0	0	0	7.865680362557874	5.390199214116781	9.335258620731432	4.1828720951423906	0	0	1.0796414288337557	2.8228174411749425	0	0	0	0	0	0	1.7609987549766506	0.9934452023561013	0	0	0.8735543381171146	0	1.4418789517974162	0	0	0	2.561755842097292	2.4718264601440705	0	4.806342131799838	2.7905207256251474	2.9026434583132312	0.6087384572329949	0.9193552300676598	1.5096133496205049	3.1595104728860064	0	4.815283188032003	5.23367892983841	0.39580820902217	1.2631274494421034	2.865087445184776	2.9044705738328798	1.938887607329875	6.098907363946476	1.4728875770992251	4.3069742302110665	0.8188285841863004	8.167166559381737	5.801326790476304
gene-AUO97_RS00020	9.09582052928922	19.378948324807226	6.782909347748862	23.583740293926855	15.919374663474409	17.34674509418829	46.83686504664052	21.710981349494542	36.504824246742956	31.225981654193767	34.34041564054777	34.57840931984376	12.51519126554143	4.857531459666716	26.991035720843893	22.58253952939954	21.365884498209038	12.715437363601746	8.947027555799522	43.77935129505422	13.437232193761849	26.89690326253316	56.35196015925282	17.882013642409824	28.800848196226692	5.9278797204033475	13.976869409873833	14.46683920915675	16.581607945670285	8.99896370086012	39.34996681379087	47.951446474067744	80.26834971904849	9.887305840576282	44.703537761382606	44.69898182573849	82.04130933337933	57.08532134682688	44.43790737800863	62.51615564460087	82.27392755431751	41.07363614751808	44.35960785494321	128.4075516808534	64.41450990570351	77.18260075932315	48.630406803520984	65.48771303279489	30.981019454217385	56.22774061256638	39.2072616253702	31.66708290763334	47.37671653232173	57.31800089304103	82.3522628070992	85.73071812592761
gene-AUO97_RS00025	0	2.039889297348129	0	0	40.52204459793486	14.19279144069951	12.48983067910414	19.90173290370333	13.916203718371623	6.319543906205881	10.335464901524086	7.808027910932462	6.257595632770715	26.71642302816694	2.1592828576675114	8.468452323524827	40.59518054659717	11.6558175833016	7.455856296499602	9.72874473223427	13.437232193761849	19.42554124516284	1.7609987549766506	1.9868904047122027	1.0286017212938106	0	0	0.8037132893975972	1.4418789517974162	3.8566987289400516	10.930546337164131	26.63969248559319	65.75173328049716	27.190091061584777	6.877467347905017	23.551076445819206	16.743124353750886	15.964539020722773	12.174769144659898	16.548394141217877	30.192266992410097	8.688653800436517	13.649110109213295	48.955379078325365	8.051813738212939	2.7706574631551897	12.315492632060508	21.28350673565834	42.5989017495489	44.59441496858713	25.266901936349687	14.72887577099225	11.198132998548774	9.007114426049304	37.432846730499634	27.072858355556086
gene-AUO97_RS00030	2.728746158786766	0	0	0	0	0	0	0	0.605052335581375	2.6021651378494806	0.8335052339938779	2.230865117409275	0	0	1.0796414288337557	0	0	0	0	0	0	1.4942724034740646	14.087990039813205	0	0	0	0	0.8037132893975972	0	0	0	0	2.561755842097292	0	0	0	1.116208290250059	0	0.6087384572329949	0	0	0	0	4.012735990026669	0.8051813738212938	2.7706574631551897	0.31578186236052586	2.04649103227484	0	0	0.8712724805637823	0.7364437885496126	1.7227896920844266	0	0.6805972132818116	0
gene-AUO97_RS00035	0.9095820529289221	2.039889297348129	3.875948198713635	3.369105756275265	1.4472158784976736	6.30790730697756	0	1.809248445791212	8.874100921860165	5.390199214116781	6.501340825152247	3.0674395364377527	0	9.715062919333432	2.1592828576675114	0	0	0	4.473513777899761	0	0	4.482817210422193	0	0.9934452023561013	0	2.9639398602016738	0.8735543381171146	6.429706315180778	5.767515807189665	0	0	0	5.123511684194584	0	0	9.132050050419693	10.603978757375561	3.8701912777509753	3.0436922861649744	2.7580656902029794	3.0192266992410097	5.529143327550511	4.094733032763989	2.4076415940160016	5.636269616749058	5.145506717288209	3.157818623605259	3.6836838580947124	9.681568579442933	0.9694438036649375	3.485089922255129	2.9457751541984503	5.1683690762532795	4.094142920931502	8.84776377266355	0
gene-AUO97_RS00040	1.8191641058578443	4.079778594696258	2.9069611490352263	0	0	0	0	0	6.050523355813749	3.5315098299385808	5.001031403963267	7.250311631580143	21.901584714697503	0	17.27426286134009	0	0	5.298098901500727	0	0	0	1.4942724034740646	10.565992529859905	6.95411641649271	5.143008606469052	1.4819699301008369	7.861989043054031	1.6074265787951945	6.488455283088372	7.713397457880103	0	0	0	0	3.4387336739525085	0.4806342131799838	0	3.3864173680321032	1.2174769144659898	0	0.7548066748102524	3.9493880911075077	2.729822021842659	0	2.0129534345532347	1.58323283608868	1.5789093118026294	1.227894619364904	4.840784289721467	0	0	2.9457751541984503	4.3069742302110665	2.4564857525589012	0.6805972132818116	3.8675511936508697
gene-AUO97_RS00045	4.54791026464461	0	1.9379740993568175	0	0	0	0	0	6.252207467674207	2.6021651378494806	3.00061884237796	3.3462976761139123	0	0	0	0	0	0	0	0	2.2395386989603083	0	1.7609987549766506	3.9737808094244054	1.0286017212938106	8.891819580605022	2.6206630143513436	5.62599302578318	5.046576331290956	0	0	0	1.7078372280648613	0	0	0.9612684263599676	2.7905207256251474	1.4513217291566156	3.6524307433979697	1.8387104601353197	1.5096133496205049	2.3696328546645047	0	2.4076415940160016	3.2207254952851754	4.3538902992438695	0.31578186236052586	1.6371928258198722	0	0	0.8712724805637823	2.2093313656488376	4.3069742302110665	0	2.0417916398454343	1.2891837312169565
gene-AUO97_RS00050	2.728746158786766	15.299169730110966	4.844935248392044	6.73821151255053	5.7888635139906945	4.73093048023317	0	9.04624222895606	7.663996250697416	4.646723460445501	6.334639778353472	10.038893028341736	0	0	6.477848573002534	0	17.09270759856723	7.417338462101018	1.4911712592999202	0	15.676770892722159	5.977089613896259	0	9.934452023561013	4.114406885175242	10.373789510705858	5.241326028702687	2.411139868192792	7.209394758987081	0	0	0	3.4156744561297225	0	0	4.325707918619854	2.7905207256251474	4.837739097188719	1.8262153716989848	2.7580656902029794	8.302873422912777	3.1595104728860064	2.729822021842659	3.2101887920213352	5.636269616749058	9.89520522555425	4.736727935407888	4.911578477459616	8.71341172149864	3.87777521465975	2.6138174416913467	4.418662731297675	2.5841845381266397	6.550628673490404	6.805972132818115	6.445918656084783
